srcip,dstip,proto,bytes_r,bytes_r_max,bytes_s,bytes_s_max,first,last,pkts_r,pkts_r_max,pkts_s,pkts_s_max,count,activity,ss_time,service
192.168.1.88,69.195.170.128,6,0,0,180,180,35:23.6,35:26.6,0,0,3,3,1,['post_tweet'],3.005038,twitter
192.168.1.88,69.195.172.128,6,8836,4448,2699,1406,11:43.1,59:11.5,21,11,24,13,2,"['post_tweet', 'post_tweet']",2848.360695,twitter
192.168.1.88,69.195.173.128,6,0,0,180,180,06:55.3,06:58.3,0,0,3,3,1,['scroll_feed'],3.01,twitter
192.168.1.88,69.195.176.128,6,18604,4935,5834,1649,11:45.4,54:00.7,46,13,49,14,4,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed']",2535.361038,twitter
192.168.1.88,69.195.177.128,6,0,0,180,180,33:31.0,33:34.0,0,0,3,3,1,['scroll_feed'],3.008184,twitter
192.168.1.88,69.195.178.128,6,13163,4388,3884,1295,25:40.7,41:12.0,30,10,33,11,3,"['post_tweet', 'post_tweet', 'scroll_feed']",931.360089,twitter
192.168.1.88,69.195.179.128,6,4503,4503,1295,1295,43:35.5,43:36.5,10,10,11,11,1,['scroll_feed'],0.907448,twitter
192.168.1.88,69.195.180.128,6,18012,4503,5177,1295,05:00.0,59:13.7,40,10,44,11,4,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet']",3253.652739,twitter
192.168.1.88,69.195.181.128,6,4503,4503,1293,1293,35:29.0,35:29.6,10,10,11,11,1,['post_tweet'],0.59732,twitter
192.168.1.88,69.195.183.128,6,0,0,180,180,53:32.8,53:35.8,0,0,3,3,1,['scroll_feed'],3.006561,twitter
192.168.1.88,69.195.185.128,6,8733,4367,2589,1295,43:36.5,59:12.3,20,10,22,11,2,"['scroll_feed', 'post_tweet']",935.868021,twitter
192.168.1.88,72.21.91.70,6,168220,42803,25031,3211,02:51.5,59:11.1,245,41,229,32,17,"['post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet']",3379.588559,twitter
192.168.1.88,93.184.215.217,6,30205,10645,6318,2209,25:11.1,45:16.2,58,20,64,23,4,"['scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet']",1205.114764,twitter
192.168.1.88,104.244.42.1,6,31314,5695,57955,14479,11:41.8,20:54.3,104,22,124,27,6,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",552.425713,twitter
192.168.1.88,104.244.42.129,6,5135,5135,9027,9027,35:14.9,35:15.5,17,17,18,18,1,['post_tweet'],0.6753,twitter
192.168.1.88,104.244.42.130,6,473493,48424,347480,29764,09:04.8,59:59.9,1002,78,1219,98,16,"['scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",3055.100094,twitter
192.168.1.88,104.244.42.131,6,21211,5303,8077,2022,02:21.2,47:56.4,40,10,44,11,4,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed']",2735.161356,twitter
192.168.1.88,104.244.42.134,6,6250,6250,1902,1902,35:10.7,35:11.1,11,11,11,11,1,['post_tweet'],0.324879,twitter
192.168.1.88,104.244.42.193,6,48347,6035,100624,17889,02:24.0,59:59.8,171,27,208,32,9,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed']",3455.783463,twitter
192.168.1.88,104.244.42.194,6,121015,45979,81051,23004,17:29.0,35:17.1,244,75,285,92,5,"['scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet']",1068.083693,twitter
192.168.1.88,104.244.42.195,6,10598,5300,4042,2022,09:09.0,59:56.6,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",3047.624025,twitter
192.168.1.88,104.244.42.3,6,58315,5304,22198,2022,11:39.1,51:27.9,110,10,121,11,11,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet']",2388.800274,twitter
192.168.1.88,104.244.42.6,6,118747,6303,36196,2005,02:17.1,59:52.4,208,12,211,13,19,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",3455.344513,twitter
192.168.1.88,104.244.42.66,6,46926,42621,23360,22291,02:17.0,09:05.1,82,72,101,88,2,"['post_tweet', 'scroll_feed']",408.001009,twitter
192.168.1.88,104.244.42.67,6,20413,5304,7337,2019,20:53.6,57:32.5,40,10,44,11,4,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",2198.939713,twitter
192.168.1.88,172.217.14.170,6,40,40,75,75,20:50.0,20:50.1,1,1,1,1,1,['scroll_feed'],0.028806,twitter
192.168.1.88,172.217.6.138,6,40,40,75,75,20:50.2,20:50.3,1,1,1,1,1,['scroll_feed'],0.028085,twitter
192.168.1.88,192.229.210.163,6,102063,9542,21814,2147,02:20.1,59:55.4,197,18,217,22,15,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",3455.299251,twitter
192.168.1.88,199.232.8.158,6,4818,4818,1077,1077,35:13.8,35:14.0,9,9,10,10,1,['post_tweet'],0.221274,twitter
192.168.1.88,199.232.8.159,6,4881,4881,1074,1074,35:13.8,35:14.0,9,9,10,10,1,['post_tweet'],0.221842,twitter
192.168.1.88,209.237.192.128,6,4367,4367,1292,1292,47:32.8,47:33.7,10,10,11,11,1,['post_tweet'],0.838473,twitter
192.168.1.88,209.237.193.128,6,60,60,350,350,02:25.2,02:25.4,1,1,3,3,1,['post_tweet'],0.253538,twitter
192.168.1.88,209.237.194.128,6,9006,4503,2585,1293,51:25.1,54:45.0,20,10,22,11,2,"['post_tweet', 'scroll_feed']",199.924164,twitter
192.168.1.88,209.237.195.128,6,0,0,660,180,12:37.6,50:59.6,0,0,11,3,4,"['scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed']",2302.048777,twitter
192.168.1.88,209.237.197.128,6,0,0,360,180,12:02.3,20:51.5,0,0,6,3,2,"['scroll_feed', 'scroll_feed']",529.184483,twitter
192.168.1.88,209.237.198.128,6,4503,4503,1292,1292,50:05.9,50:06.2,10,10,11,11,1,['scroll_feed'],0.309434,twitter
192.168.1.88,209.237.199.128,6,4503,4503,1291,1291,18:05.7,18:06.0,10,10,11,11,1,['post_tweet'],0.31302,twitter
192.168.1.88,209.237.200.128,6,9006,4503,2588,1294,57:00.8,59:56.3,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",175.487131,twitter
192.168.1.88,209.237.201.128,6,0,0,600,180,12:09.7,57:35.7,0,0,10,3,4,"['scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet']",2725.985321,twitter
192.168.1.88,209.237.202.128,6,0,0,300,180,11:38.1,35:18.6,0,0,5,3,2,"['post_tweet', 'post_tweet']",1420.521957,twitter
192.168.1.88,209.237.203.128,6,0,0,360,180,13:46.0,51:05.7,0,0,6,3,2,"['post_tweet', 'scroll_feed']",2239.61613,twitter
192.168.1.88,35.186.207.124,6,4555,4555,1288,1288,12:37.2,12:37.5,11,11,11,11,1,['scroll_feed'],0.320578,twitter
192.168.1.88,35.186.226.218,6,4503,4503,1238,1238,35:17.2,35:17.5,10,10,10,10,1,['post_tweet'],0.279904,twitter
192.168.1.88,35.227.244.19,6,4608,4608,1283,1283,54:44.3,54:44.6,12,12,11,11,1,['scroll_feed'],0.304104,twitter
192.168.1.88,35.244.206.129,6,5018,5018,1170,1170,57:02.1,57:02.4,13,13,11,11,1,['scroll_feed'],0.25827,twitter
192.168.1.88,54.235.128.220,6,7665,7665,1785,1785,17:28.4,17:28.8,9,9,12,12,1,['scroll_feed'],0.407826,twitter
192.168.1.88,69.195.160.128,6,9006,4503,2591,1296,50:11.3,51:02.7,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",51.400537,twitter
192.168.1.88,69.195.161.128,6,0,0,240,180,47:34.7,47:57.0,0,0,4,3,2,"['post_tweet', 'scroll_feed']",22.281514,twitter
192.168.1.88,69.195.162.128,6,4503,4503,1294,1294,17:37.6,17:38.1,10,10,11,11,1,['scroll_feed'],0.551872,twitter
192.168.1.88,69.195.163.128,6,4503,4503,1294,1294,11:37.0,11:37.7,10,10,11,11,1,['post_tweet'],0.643961,twitter
192.168.1.88,69.195.164.128,6,9006,4503,2588,1294,11:36.6,54:44.2,20,10,22,11,2,"['post_tweet', 'scroll_feed']",2587.562475,twitter
192.168.1.88,69.195.165.128,6,0,0,360,180,54:45.0,57:32.7,0,0,6,3,2,"['scroll_feed', 'post_tweet']",167.67708,twitter
192.168.1.88,69.195.166.128,6,4503,4503,1293,1293,54:43.4,54:43.8,10,10,11,11,1,['scroll_feed'],0.312292,twitter
192.168.1.88,69.195.167.128,6,0,0,180,180,02:20.2,02:23.2,0,0,3,3,1,['post_tweet'],3.003947,twitter
192.168.1.88,69.195.168.128,6,14068,5196,4166,1513,12:07.4,50:06.0,34,13,37,14,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",2278.57459,twitter
192.168.1.88,69.195.169.128,6,0,0,180,180,09:12.4,09:15.4,0,0,3,3,1,['scroll_feed'],3.004352,twitter
192.168.1.88,69.195.170.128,6,0,0,600,180,12:31.3,51:30.4,0,0,10,3,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",2339.131297,twitter
192.168.1.88,69.195.171.128,6,4389,4389,1296,1296,59:54.6,59:56.0,10,10,11,11,1,['scroll_feed'],1.348363,twitter
192.168.1.88,69.195.172.128,6,8722,5137,2524,1839,48:00.5,50:37.8,20,15,22,15,2,"['scroll_feed', 'post_tweet']",157.276422,twitter
192.168.1.88,69.195.173.128,6,0,0,180,180,50:01.6,50:04.6,0,0,3,3,1,['scroll_feed'],3.005633,twitter
192.168.1.88,69.195.176.128,6,8734,4367,2592,1296,57:02.4,59:57.5,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",175.032959,twitter
192.168.1.88,69.195.177.128,6,0,0,180,180,17:38.1,17:41.1,0,0,3,3,1,['scroll_feed'],3.003927,twitter
192.168.1.88,69.195.178.128,6,8777,4389,2589,1296,47:53.6,57:01.6,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",547.943825,twitter
192.168.1.88,69.195.179.128,6,4503,4503,1294,1294,47:32.5,47:32.8,10,10,11,11,1,['post_tweet'],0.33126,twitter
192.168.1.88,69.195.180.128,6,13509,4503,3887,1296,51:01.6,59:54.6,30,10,33,11,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",532.91661,twitter
192.168.1.88,69.195.181.128,6,18012,4503,5178,1296,18:06.1,59:58.1,40,10,44,11,4,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed']",2512.043719,twitter
192.168.1.88,69.195.182.128,6,4503,4503,1295,1295,50:30.8,50:31.1,10,10,11,11,1,['post_tweet'],0.348954,twitter
192.168.1.88,69.195.183.128,6,0,0,660,180,09:07.3,50:09.3,0,0,11,3,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",2461.940296,twitter
192.168.1.88,69.195.184.128,6,8734,4367,2587,1294,17:36.7,47:34.6,20,10,22,11,2,"['scroll_feed', 'post_tweet']",1797.883422,twitter
192.168.1.88,69.195.185.128,6,3564,3564,685,685,11:43.0,11:43.5,5,5,7,7,1,['post_tweet'],0.414491,twitter
192.168.1.88,69.195.186.128,6,4367,4367,1293,1293,51:26.3,51:27.2,10,10,11,11,1,['post_tweet'],0.888872,twitter
192.168.1.88,69.195.187.128,6,17549,4388,5176,1295,12:36.3,50:32.0,40,10,44,11,4,"['scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet']",2275.684632,twitter
192.168.1.88,72.21.91.70,6,140434,37723,24456,2128,02:20.1,59:55.4,233,32,223,21,21,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",3455.301821,twitter
192.168.1.88,93.184.215.217,6,29618,9542,6277,2145,09:07.9,47:55.1,59,18,63,22,5,"['scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed']",2327.20947,twitter
192.168.1.88,104.244.42.1,6,37236,5799,77948,15772,24:30.6,53:49.9,128,24,160,30,7,"['scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",1759.378312,twitter
192.168.1.88,104.244.42.130,6,260766,61317,148764,31637,01:50.0,34:01.1,476,92,578,112,6,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed']",1931.10452,twitter
192.168.1.88,104.244.42.134,6,37508,6304,11489,2001,39:43.7,54:09.3,66,12,68,13,6,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet']",865.62816,twitter
192.168.1.88,104.244.42.193,6,10866,5511,24379,12406,01:53.2,05:25.8,38,20,49,25,2,"['scroll_feed', 'scroll_feed']",212.622248,twitter
192.168.1.88,104.244.42.195,6,26513,5304,10091,2019,01:54.1,54:13.5,50,10,55,11,5,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet']",3139.375634,twitter
192.168.1.88,104.244.42.198,6,6251,6251,1896,1896,05:42.9,05:43.2,11,11,11,11,1,['post_tweet'],0.324741,twitter
192.168.1.88,104.244.42.2,6,37540,33235,20333,19264,39:43.7,49:47.3,76,66,88,75,2,"['scroll_feed', 'scroll_feed']",603.58143,twitter
192.168.1.88,104.244.42.3,6,15903,5302,6063,2021,33:53.6,40:17.3,30,10,33,11,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",383.750518,twitter
192.168.1.88,104.244.42.6,6,31253,6251,9500,1902,01:50.0,33:49.7,55,11,55,11,5,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",1919.672353,twitter
192.168.1.88,104.244.42.66,6,155896,37453,104469,22369,39:43.7,54:16.1,327,73,384,81,6,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet']",872.369782,twitter
192.168.1.88,104.244.42.67,6,21208,5303,8077,2021,05:17.6,49:40.4,40,10,44,11,4,"['scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed']",2662.820413,twitter
192.168.1.88,192.229.210.163,6,127874,78223,14382,4057,01:53.0,53:45.6,164,65,171,67,10,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",3112.621002,twitter
192.168.1.88,209.237.192.128,6,4367,4367,1293,1293,29:50.5,29:51.4,10,10,11,11,1,['post_tweet'],0.896495,twitter
192.168.1.88,209.237.193.128,6,4389,4389,1292,1292,53:45.1,53:46.5,10,10,11,11,1,['post_tweet'],1.424559,twitter
192.168.1.88,209.237.194.128,6,9005,4503,2637,1345,24:31.1,49:40.0,20,10,23,12,2,"['scroll_feed', 'scroll_feed']",1508.90336,twitter
192.168.1.88,209.237.195.128,6,0,0,360,180,01:58.2,05:47.7,0,0,6,3,2,"['scroll_feed', 'post_tweet']",229.480756,twitter
192.168.1.88,209.237.196.128,6,9006,4503,2586,1293,05:15.6,40:20.7,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",2105.145117,twitter
192.168.1.88,209.237.198.128,6,9006,4503,2585,1293,01:52.8,40:21.1,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",2308.321599,twitter
192.168.1.88,209.237.199.128,6,9005,4503,2583,1292,49:46.6,53:47.0,20,10,22,11,2,"['scroll_feed', 'post_tweet']",240.481746,twitter
192.168.1.88,209.237.200.128,6,9006,4503,2584,1293,01:52.5,40:14.8,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",2302.317824,twitter
192.168.1.88,209.237.201.128,6,0,0,300,180,05:16.0,39:54.8,0,0,5,3,2,"['scroll_feed', 'scroll_feed']",2078.849955,twitter
192.168.1.88,209.237.202.128,6,0,0,180,180,49:40.0,49:43.0,0,0,3,3,1,['scroll_feed'],3.004641,twitter
192.168.1.88,209.237.203.128,6,0,0,120,120,05:49.8,05:50.8,0,0,2,2,1,['post_tweet'],1.000933,twitter
192.168.1.88,23.1.106.237,6,5065,5065,1213,1213,52:42.2,52:42.5,10,10,11,11,1,['post_tweet'],0.261886,twitter
192.168.1.88,31.13.93.19,6,24217,24217,6657,6657,01:50.0,01:51.2,27,27,32,32,1,['scroll_feed'],1.228713,twitter
192.168.1.88,35.186.207.124,6,4503,4503,1237,1237,33:58.4,33:58.7,10,10,10,10,1,['scroll_feed'],0.270592,twitter
192.168.1.88,35.227.244.19,6,4503,4503,1231,1231,54:12.9,54:13.2,10,10,10,10,1,['post_tweet'],0.280194,twitter
192.168.1.88,35.244.206.129,6,10524,5579,2473,1238,05:25.7,24:32.3,26,13,23,12,2,"['scroll_feed', 'scroll_feed']",1146.535742,twitter
192.168.1.88,69.195.161.128,6,0,0,180,180,53:47.0,53:50.0,0,0,3,3,1,['post_tweet'],3.007318,twitter
192.168.1.88,69.195.163.128,6,9006,4503,2589,1295,24:32.4,40:15.3,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",942.939837,twitter
192.168.1.88,69.195.164.128,6,4503,4503,1293,1293,53:46.4,53:46.8,10,10,11,11,1,['post_tweet'],0.419507,twitter
192.168.1.88,69.195.165.128,6,0,0,360,180,01:53.2,39:49.5,0,0,6,3,2,"['scroll_feed', 'scroll_feed']",2276.330039,twitter
192.168.1.88,69.195.167.128,6,0,0,180,180,40:15.3,40:18.3,0,0,3,3,1,['scroll_feed'],3.005897,twitter
192.168.1.88,69.195.168.128,6,18474,5310,5960,2078,33:52.2,54:13.0,45,15,48,15,4,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",1220.747838,twitter
192.168.1.88,69.195.170.128,6,0,0,240,180,24:32.9,29:51.6,0,0,4,3,2,"['scroll_feed', 'post_tweet']",318.656078,twitter
192.168.1.88,69.195.171.128,6,5462,5462,2008,2008,05:21.6,05:25.9,17,17,18,18,1,['scroll_feed'],4.25264,twitter
192.168.1.88,69.195.172.128,6,4388,4388,1294,1294,29:49.2,29:50.7,10,10,11,11,1,['post_tweet'],1.429046,twitter
192.168.1.88,69.195.173.128,6,0,0,240,180,33:53.3,52:47.9,0,0,4,3,2,"['scroll_feed', 'post_tweet']",1134.551788,twitter
192.168.1.88,69.195.178.128,6,4388,4388,1294,1294,33:59.7,34:00.1,10,10,11,11,1,['scroll_feed'],0.399905,twitter
192.168.1.88,69.195.180.128,6,9006,4504,2590,1295,05:21.0,54:11.4,20,10,22,11,2,"['scroll_feed', 'post_tweet']",2930.371501,twitter
192.168.1.88,69.195.182.128,6,9006,4503,2591,1296,24:31.5,52:41.4,20,10,22,11,2,"['scroll_feed', 'post_tweet']",1689.937069,twitter
192.168.1.88,69.195.183.128,6,0,0,180,180,52:42.7,52:45.8,0,0,3,3,1,['post_tweet'],3.00987,twitter
192.168.1.88,69.195.184.128,6,8734,4367,2589,1295,53:44.1,54:14.0,20,10,22,11,2,"['post_tweet', 'post_tweet']",29.981904,twitter
192.168.1.88,69.195.186.128,6,17679,4579,5416,1534,33:58.8,54:14.9,43,13,46,13,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",1216.113953,twitter
192.168.1.88,72.21.91.70,6,94289,42803,14671,3183,01:53.0,54:12.3,144,41,134,30,11,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",3139.243847,twitter
192.168.1.88,93.184.215.217,6,10018,5009,2004,1002,33:52.4,54:12.2,20,10,20,10,2,"['scroll_feed', 'post_tweet']",1219.85902,twitter
192.168.1.88,104.244.42.1,6,84107,5520,157418,14642,05:31.3,58:57.0,284,22,337,25,18,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",3205.63605,twitter
192.168.1.88,104.244.42.130,6,4305,4305,1069,1069,14:27.8,14:28.0,10,10,13,13,1,['post_tweet'],0.23038,twitter
192.168.1.88,104.244.42.131,6,31812,5305,12117,2022,12:13.5,47:57.6,60,10,66,11,6,"['scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed']",2144.048601,twitter
192.168.1.88,104.244.42.134,6,6251,6251,1900,1900,07:19.6,07:20.0,11,11,11,11,1,['scroll_feed'],0.3918,twitter
192.168.1.88,104.244.42.194,6,59679,23040,48588,22136,46:08.4,59:29.2,150,64,182,75,4,"['post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet']",800.756177,twitter
192.168.1.88,104.244.42.195,6,47131,9806,17645,3301,28:08.2,59:27.1,91,20,101,22,8,"['scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet']",1878.838644,twitter
192.168.1.88,104.244.42.198,6,56256,6253,17080,1900,28:02.9,39:18.7,99,11,99,11,9,"['scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",675.743656,twitter
192.168.1.88,104.244.42.2,6,597499,50920,462194,33632,14:27.8,52:33.1,1338,103,1586,117,19,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",2285.259142,twitter
192.168.1.88,104.244.42.3,6,47714,5304,18179,2024,07:23.9,52:26.0,90,10,99,11,9,"['scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed']",2702.132064,twitter
192.168.1.88,104.244.42.6,6,18699,6251,5674,1903,12:09.4,14:54.0,32,11,33,11,3,"['scroll_feed', 'post_tweet', 'scroll_feed']",164.570152,twitter
192.168.1.88,104.244.42.66,6,142304,41548,101842,28104,05:27.3,58:34.1,303,86,351,102,4,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",3186.771957,twitter
192.168.1.88,104.244.42.67,6,5304,5304,2017,2017,30:52.2,30:52.5,10,10,11,11,1,['scroll_feed'],0.299989,twitter
192.168.1.88,104.244.42.70,6,68657,6252,20863,1903,46:08.4,59:22.5,119,11,121,11,11,"['post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet']",794.088681,twitter
192.168.1.88,172.217.1.130,6,0,0,52,52,47:03.0,47:03.0,0,0,1,1,1,['post_tweet'],0,twitter
192.168.1.88,172.217.1.130,17,8328,8328,4475,4475,48:29.3,48:29.5,14,14,16,16,1,['post_tweet'],0.262246,twitter
192.168.1.88,172.217.12.36,6,40,40,75,75,30:51.4,30:51.4,1,1,1,1,1,['scroll_feed'],0.038298,twitter
192.168.1.88,172.217.12.42,6,16382,11097,104771,102216,28:12.2,48:29.7,98,84,108,88,2,"['scroll_feed', 'post_tweet']",1217.458018,twitter
192.168.1.88,172.217.12.46,6,80,80,150,150,30:48.3,30:52.6,2,2,2,2,1,['scroll_feed'],4.344586,twitter
192.168.1.88,172.217.12.74,6,52,52,127,127,28:12.7,28:12.8,1,1,2,2,1,['scroll_feed'],0.067657,twitter
192.168.1.88,172.217.12.86,6,4427,4427,2431,2431,48:29.7,48:30.0,14,14,18,18,1,['post_tweet'],0.355571,twitter
192.168.1.88,172.217.6.138,6,21129,21129,7392,7288,28:06.2,47:03.0,33,33,37,35,2,"['scroll_feed', 'post_tweet']",1136.823697,twitter
192.168.1.88,172.217.9.10,6,2603,2603,2489,2489,28:05.9,28:07.2,8,8,10,10,1,['scroll_feed'],1.310488,twitter
192.168.1.88,172.217.9.138,6,40,40,75,75,15:03.4,15:03.4,1,1,1,1,1,['scroll_feed'],0.028449,twitter
192.168.1.88,172.217.9.142,6,5597,5597,3119,3119,48:29.7,48:30.1,17,17,22,22,1,['post_tweet'],0.437281,twitter
192.168.1.88,172.217.9.22,6,0,0,52,52,47:03.0,47:03.0,0,0,1,1,1,['post_tweet'],0,twitter
192.168.1.88,184.31.10.236,6,9984,4992,2124,1062,48:25.8,58:30.3,18,9,20,10,2,"['post_tweet', 'post_tweet']",604.544869,twitter
192.168.1.88,192.229.210.163,6,734425,402955,39970,13423,05:30.4,59:26.2,651,285,613,287,18,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",3235.784855,twitter
192.168.1.88,199.232.9.140,6,187,187,267,267,30:46.1,30:46.4,3,3,5,5,1,['scroll_feed'],0.373502,twitter
192.168.1.88,209.237.192.128,6,17465,4367,5169,1293,15:01.7,59:00.7,40,10,44,11,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",2638.99724,twitter
192.168.1.88,209.237.193.128,6,13651,4661,4244,1536,07:21.9,52:25.9,34,13,37,13,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",2704.069977,twitter
192.168.1.88,209.237.194.128,6,9006,4503,2584,1292,31:24.3,59:01.0,20,10,22,11,2,"['post_tweet', 'scroll_feed']",1656.652679,twitter
192.168.1.88,209.237.195.128,6,0,0,300,180,32:11.0,47:34.7,0,0,5,3,2,"['post_tweet', 'post_tweet']",923.738844,twitter
192.168.1.88,209.237.196.128,6,9006,4503,2585,1293,14:55.6,32:09.4,20,10,22,11,2,"['scroll_feed', 'post_tweet']",1033.782067,twitter
192.168.1.88,209.237.197.128,6,0,0,180,120,14:36.0,28:14.1,0,0,3,2,2,"['post_tweet', 'scroll_feed']",818.078647,twitter
192.168.1.88,209.237.198.128,6,4503,4503,1292,1292,30:56.7,30:57.0,10,10,11,11,1,['scroll_feed'],0.284921,twitter
